flag_id,customer_id,flag_type,flag_date,description,severity
F000434,C076348,KYC Pending,2024-10-26,Generated flag,High
F000435,C011829,KYC Pending,2024-05-06,Generated flag,High
F000436,C091326,KYC Pending,2025-05-21,Generated flag,Medium
F000437,C052717,Suspicious Activity,2024-01-16,Generated flag,Medium
F000438,C035058,Suspicious Activity,2023-12-10,Generated flag,High
F000439,C002772,Duplicate Record,2025-07-27,Generated flag,Low
F000440,C037184,Duplicate Record,2025-06-23,Generated flag,Low
F000441,C005335,Suspicious Activity,2024-06-06,Generated flag,High
F000442,C016581,Duplicate Record,2023-11-17,Generated flag,Low
F000443,C065562,Suspicious Activity,2023-10-16,Generated flag,Low
F000444,C053472,High Transaction Volume,2024-06-18,Generated flag,Medium
F000445,C082977,KYC Pending,2024-08-11,Generated flag,High
F000446,C009224,Suspicious Activity,2022-09-11,Generated flag,Medium
F000447,C087448,Suspicious Activity,2025-07-26,Generated flag,High
F000448,C004791,KYC Pending,2023-02-08,Generated flag,High
F000449,C059385,Duplicate Record,2022-07-04,Generated flag,Low
F000450,C056787,KYC Pending,2024-07-10,Generated flag,Low
F000451,C094642,High Transaction Volume,2025-03-29,Generated flag,Medium
F000452,C035516,Suspicious Activity,2025-09-15,Generated flag,Low
F000453,C019291,Suspicious Activity,2024-09-15,Generated flag,Medium
F000454,C050648,Duplicate Record,2025-02-10,Generated flag,Medium
F000455,C067803,Suspicious Activity,2023-02-02,Generated flag,Medium
F000456,C061736,KYC Pending,2024-10-12,Generated flag,Medium
F000457,C082386,Suspicious Activity,2026-05-05,Generated flag,High
F000458,C069194,KYC Pending,2025-03-17,Generated flag,Low
F000459,C063333,High Transaction Volume,2023-05-27,Generated flag,High
F000460,C090406,Suspicious Activity,2022-11-22,Generated flag,High
F000461,C045942,Suspicious Activity,2025-04-21,Generated flag,Low
F000462,C061967,High Transaction Volume,2022-10-11,Generated flag,Medium
F000463,C019944,Duplicate Record,2024-10-11,Generated flag,Low
F000464,C056043,High Transaction Volume,2026-01-25,Generated flag,Low
F000465,C067373,KYC Pending,2024-11-18,Generated flag,Low
F000466,C050109,High Transaction Volume,2023-03-20,Generated flag,High
F000467,C005488,Duplicate Record,2023-04-14,Generated flag,Low
F000468,C085861,High Transaction Volume,2025-05-09,Generated flag,High
F000469,C098787,Duplicate Record,2024-09-02,Generated flag,Low
F000470,C008922,Duplicate Record,2023-04-30,Generated flag,Medium
F000471,C082037,High Transaction Volume,2024-06-02,Generated flag,Low
F000472,C091059,High Transaction Volume,2023-10-31,Generated flag,Low
F000473,C092671,KYC Pending,2024-07-29,Generated flag,Low
F000474,C074203,Suspicious Activity,2022-07-18,Generated flag,High
F000475,C004963,High Transaction Volume,2024-07-31,Generated flag,Low
F000476,C095202,Duplicate Record,2026-03-05,Generated flag,Low
F000477,C078161,Duplicate Record,2026-04-09,Generated flag,Medium
F000478,C094620,High Transaction Volume,2025-05-23,Generated flag,Medium
F000479,C046409,Suspicious Activity,2023-06-01,Generated flag,Low
F000480,C001553,Suspicious Activity,2024-03-22,Generated flag,Low
F000481,C056806,Suspicious Activity,2024-11-02,Generated flag,Medium
F000482,C099964,KYC Pending,2022-12-23,Generated flag,Low
F000483,C085055,Duplicate Record,2024-10-31,Generated flag,Low
F000484,C057323,High Transaction Volume,2026-02-03,Generated flag,Medium
F000485,C007975,High Transaction Volume,2022-06-16,Generated flag,Medium
F000486,C041832,KYC Pending,2024-05-24,Generated flag,Low
F000487,C008163,KYC Pending,2025-07-07,Generated flag,High
F000488,C084795,Suspicious Activity,2025-07-19,Generated flag,High
F000489,C015487,Suspicious Activity,2024-01-21,Generated flag,Medium
F000490,C061817,Suspicious Activity,2022-09-02,Generated flag,High
F000491,C098614,Suspicious Activity,2023-06-29,Generated flag,High
F000492,C081927,KYC Pending,2025-09-03,Generated flag,Low
F000493,C016883,High Transaction Volume,2022-07-29,Generated flag,Medium
F000494,C014400,Duplicate Record,2024-06-22,Generated flag,Medium
F000495,C047850,High Transaction Volume,2025-11-06,Generated flag,Low
F000496,C086189,High Transaction Volume,2024-02-23,Generated flag,Low
F000497,C027523,Duplicate Record,2023-06-01,Generated flag,Low
F000498,C096465,High Transaction Volume,2024-01-22,Generated flag,Medium
F000499,C073034,Suspicious Activity,2026-02-28,Generated flag,High
F000500,C079686,High Transaction Volume,2025-12-11,Generated flag,High
F000501,C094299,Duplicate Record,2026-04-14,Generated flag,Medium
F000502,C011132,Suspicious Activity,2022-10-26,Generated flag,High
F000503,C038529,High Transaction Volume,2023-09-07,Generated flag,High
F000504,C040040,KYC Pending,2025-04-01,Generated flag,High
F000505,C018621,Suspicious Activity,2023-01-27,Generated flag,Low
F000506,C011934,KYC Pending,2023-03-17,Generated flag,Low
F000507,C075173,Suspicious Activity,2024-04-20,Generated flag,Medium
F000508,C008502,Suspicious Activity,2026-03-16,Generated flag,Low
F000509,C028510,KYC Pending,2023-09-04,Generated flag,Low
F000510,C021555,Suspicious Activity,2022-11-20,Generated flag,High
F000511,C017084,Duplicate Record,2023-04-28,Generated flag,Medium
F000512,C055872,KYC Pending,2025-10-24,Generated flag,High
F000513,C082645,KYC Pending,2023-05-17,Generated flag,Low
F000514,C043072,KYC Pending,2024-03-18,Generated flag,High
F000515,C066646,Suspicious Activity,2024-01-09,Generated flag,Low
F000516,C026765,High Transaction Volume,2023-11-22,Generated flag,Low
F000517,C098115,Suspicious Activity,2023-03-17,Generated flag,High
F000518,C090368,Duplicate Record,2026-01-21,Generated flag,High
F000519,C046784,Duplicate Record,2023-08-20,Generated flag,Medium
F000520,C035448,KYC Pending,2023-03-14,Generated flag,Low
F000521,C039771,High Transaction Volume,2024-04-21,Generated flag,Medium
F000522,C064082,High Transaction Volume,2026-04-15,Generated flag,Medium
F000523,C096289,KYC Pending,2025-06-17,Generated flag,Low
F000524,C046594,Duplicate Record,2023-02-27,Generated flag,Medium
F000525,C076565,Suspicious Activity,2025-01-31,Generated flag,Low
F000526,C007395,Suspicious Activity,2024-11-29,Generated flag,High
F000527,C086993,High Transaction Volume,2025-01-06,Generated flag,Medium
F000528,C035554,High Transaction Volume,2024-12-27,Generated flag,Low
F000529,C007129,High Transaction Volume,2024-09-26,Generated flag,Medium
F000530,C026076,Suspicious Activity,2024-02-26,Generated flag,Medium
F000531,C049765,High Transaction Volume,2022-09-01,Generated flag,Medium
F000532,C007679,KYC Pending,2023-01-26,Generated flag,Medium
F000533,C055584,Duplicate Record,2023-04-06,Generated flag,Medium
F000534,C082757,Suspicious Activity,2026-04-22,Generated flag,Medium
F000535,C062919,High Transaction Volume,2023-08-15,Generated flag,Medium
F000536,C071477,KYC Pending,2023-02-03,Generated flag,High
F000537,C053774,Suspicious Activity,2024-03-22,Generated flag,Medium
F000538,C088875,KYC Pending,2024-10-14,Generated flag,Medium
F000539,C040143,Duplicate Record,2023-11-24,Generated flag,Low
F000540,C023467,High Transaction Volume,2022-06-26,Generated flag,Low
F000541,C074122,Suspicious Activity,2023-11-09,Generated flag,Low
F000542,C011204,Duplicate Record,2025-10-09,Generated flag,Low
F000543,C062493,High Transaction Volume,2023-03-25,Generated flag,Low
F000544,C055233,High Transaction Volume,2024-06-04,Generated flag,High
F000545,C009598,Suspicious Activity,2024-05-13,Generated flag,Medium
F000546,C043995,Duplicate Record,2026-03-14,Generated flag,High
F000547,C049309,Duplicate Record,2025-12-30,Generated flag,Medium
F000548,C080812,KYC Pending,2026-06-03,Generated flag,Low
F000549,C036532,Duplicate Record,2024-08-22,Generated flag,High
F000550,C023139,Suspicious Activity,2025-05-03,Generated flag,High
F000551,C063731,Suspicious Activity,2022-12-30,Generated flag,High
F000552,C012246,Duplicate Record,2025-12-09,Generated flag,Low
F000553,C096935,Suspicious Activity,2022-12-12,Generated flag,Low
F000554,C082085,KYC Pending,2024-06-08,Generated flag,Low
F000555,C023502,Suspicious Activity,2025-02-15,Generated flag,Low
F000556,C008926,KYC Pending,2026-02-26,Generated flag,Low
F000557,C009931,Suspicious Activity,2024-01-21,Generated flag,Medium
F000558,C001521,Suspicious Activity,2024-04-19,Generated flag,High
F000559,C036807,Suspicious Activity,2025-04-19,Generated flag,Low
F000560,C055517,Duplicate Record,2024-08-12,Generated flag,Low
F000561,C035976,Duplicate Record,2024-10-22,Generated flag,Low
F000562,C028212,Duplicate Record,2024-01-07,Generated flag,High
F000563,C065239,High Transaction Volume,2023-06-08,Generated flag,Low
F000564,C044461,Suspicious Activity,2024-08-22,Generated flag,High
F000565,C067070,KYC Pending,2025-04-13,Generated flag,Low
F000566,C096013,Suspicious Activity,2026-03-30,Generated flag,High
F000567,C058530,Suspicious Activity,2024-06-11,Generated flag,High
F000568,C023414,Suspicious Activity,2026-02-02,Generated flag,Medium
F000569,C077188,Duplicate Record,2024-03-19,Generated flag,High
F000570,C074014,High Transaction Volume,2023-02-06,Generated flag,High
F000571,C016484,High Transaction Volume,2024-05-23,Generated flag,Low
F000572,C053060,Suspicious Activity,2022-11-02,Generated flag,Low
F000573,C014214,KYC Pending,2024-11-20,Generated flag,Medium
F000574,C091769,KYC Pending,2025-02-28,Generated flag,High
F000575,C078496,Duplicate Record,2023-08-11,Generated flag,Low
F000576,C088590,KYC Pending,2025-10-16,Generated flag,Medium
F000577,C056421,Duplicate Record,2022-08-02,Generated flag,High
F000578,C034236,Suspicious Activity,2025-07-30,Generated flag,Low
F000579,C012234,High Transaction Volume,2024-07-02,Generated flag,Low
F000580,C063339,KYC Pending,2023-12-13,Generated flag,Medium
F000581,C066927,High Transaction Volume,2025-10-22,Generated flag,High
F000582,C034356,Suspicious Activity,2023-08-15,Generated flag,High
F000583,C027831,Suspicious Activity,2025-06-01,Generated flag,Low
F000584,C078667,High Transaction Volume,2024-06-30,Generated flag,Low
F000585,C060127,KYC Pending,2024-05-20,Generated flag,Medium
F000586,C070461,High Transaction Volume,2023-03-26,Generated flag,Medium
F000587,C055635,Suspicious Activity,2022-12-23,Generated flag,High
F000588,C001378,Suspicious Activity,2026-03-27,Generated flag,Medium
F000589,C096183,Suspicious Activity,2025-08-25,Generated flag,Low
F000590,C053962,Duplicate Record,2024-09-15,Generated flag,High
F000591,C001839,KYC Pending,2025-06-21,Generated flag,Low
F000592,C040919,KYC Pending,2023-11-17,Generated flag,Medium
F000593,C014942,High Transaction Volume,2025-10-19,Generated flag,Medium
F000594,C068271,KYC Pending,2023-11-17,Generated flag,Low
F000595,C029799,KYC Pending,2024-09-13,Generated flag,Medium
F000596,C086804,High Transaction Volume,2024-01-09,Generated flag,High
F000597,C058651,Suspicious Activity,2022-07-22,Generated flag,High
F000598,C045125,Duplicate Record,2023-11-02,Generated flag,Medium
F000599,C092826,KYC Pending,2026-03-04,Generated flag,Medium
F000600,C028541,High Transaction Volume,2024-08-19,Generated flag,High
F000601,C099808,Suspicious Activity,2025-09-12,Generated flag,Low
F000602,C091530,KYC Pending,2022-10-22,Generated flag,Medium
F000603,C012542,Suspicious Activity,2025-07-28,Generated flag,Medium
F000604,C099274,Duplicate Record,2023-09-07,Generated flag,Medium
F000605,C068897,Suspicious Activity,2025-08-14,Generated flag,Low
F000606,C098693,Duplicate Record,2025-09-21,Generated flag,High
F000607,C030980,High Transaction Volume,2023-02-22,Generated flag,High
F000608,C003038,KYC Pending,2025-07-07,Generated flag,Medium
F000609,C077586,Duplicate Record,2023-11-22,Generated flag,Low
F000610,C008686,Duplicate Record,2023-02-27,Generated flag,Medium
F000611,C055779,Suspicious Activity,2026-02-09,Generated flag,Low
F000612,C062382,Suspicious Activity,2023-01-16,Generated flag,Low
F000613,C049722,High Transaction Volume,2023-03-19,Generated flag,Low
F000614,C064883,Suspicious Activity,2022-07-31,Generated flag,Medium
F000615,C076545,High Transaction Volume,2022-08-28,Generated flag,Medium
F000616,C091211,High Transaction Volume,2022-11-27,Generated flag,High
F000617,C017335,Duplicate Record,2023-08-03,Generated flag,Medium
F000618,C035866,Duplicate Record,2025-05-08,Generated flag,Low
F000619,C021293,Duplicate Record,2023-10-11,Generated flag,High
F000620,C098362,Duplicate Record,2024-03-17,Generated flag,Medium
F000621,C007169,Duplicate Record,2022-06-19,Generated flag,Low
F000622,C037325,Duplicate Record,2024-08-30,Generated flag,High
F000623,C004443,High Transaction Volume,2024-05-30,Generated flag,Low
F000624,C072879,High Transaction Volume,2025-03-12,Generated flag,High
F000625,C029984,Duplicate Record,2026-03-24,Generated flag,Low
F000626,C071193,Suspicious Activity,2022-12-22,Generated flag,Medium
F000627,C042369,Duplicate Record,2024-03-03,Generated flag,High
F000628,C011558,High Transaction Volume,2023-08-06,Generated flag,Medium
F000629,C031530,KYC Pending,2026-03-11,Generated flag,Low
F000630,C087775,Suspicious Activity,2024-01-25,Generated flag,Medium
F000631,C086948,KYC Pending,2022-07-12,Generated flag,Medium
F000632,C058449,Duplicate Record,2024-05-25,Generated flag,Low
F000633,C067016,High Transaction Volume,2025-07-03,Generated flag,Medium
F000634,C042772,Duplicate Record,2025-09-26,Generated flag,Medium
F000635,C086426,High Transaction Volume,2025-06-06,Generated flag,Low
F000636,C003496,Duplicate Record,2025-10-05,Generated flag,High
F000637,C046586,High Transaction Volume,2024-07-11,Generated flag,High
F000638,C021270,Duplicate Record,2023-05-16,Generated flag,Medium
F000639,C062707,Duplicate Record,2025-08-29,Generated flag,Medium
F000640,C089934,Suspicious Activity,2024-03-07,Generated flag,Low
F000641,C040507,High Transaction Volume,2025-09-06,Generated flag,Medium
F000642,C023871,Suspicious Activity,2023-10-04,Generated flag,High
F000643,C050123,High Transaction Volume,2023-08-10,Generated flag,Low
F000644,C065798,Duplicate Record,2023-10-10,Generated flag,Low
F000645,C035740,High Transaction Volume,2023-05-15,Generated flag,Medium
F000646,C059893,High Transaction Volume,2024-04-15,Generated flag,High
F000647,C098286,Duplicate Record,2025-09-03,Generated flag,High
F000648,C068963,Suspicious Activity,2024-05-21,Generated flag,Low
F000649,C036577,High Transaction Volume,2024-09-14,Generated flag,High
F000650,C039813,High Transaction Volume,2023-07-30,Generated flag,Medium
F000651,C013936,High Transaction Volume,2024-07-29,Generated flag,Low
F000652,C068436,KYC Pending,2025-08-14,Generated flag,Medium
F000653,C014667,High Transaction Volume,2022-11-10,Generated flag,Low
F000654,C025549,KYC Pending,2023-08-04,Generated flag,Low
F000655,C054293,High Transaction Volume,2023-09-02,Generated flag,High
F000656,C015461,KYC Pending,2022-11-03,Generated flag,Low
F000657,C099493,High Transaction Volume,2023-12-26,Generated flag,High
F000658,C052429,Duplicate Record,2024-12-09,Generated flag,Low
F000659,C082557,High Transaction Volume,2026-04-08,Generated flag,Medium
F000660,C062615,Duplicate Record,2024-08-31,Generated flag,High
F000661,C050635,Suspicious Activity,2026-04-18,Generated flag,High
F000662,C036899,Suspicious Activity,2022-09-10,Generated flag,Low
F000663,C051710,Duplicate Record,2025-03-11,Generated flag,High
F000664,C077073,KYC Pending,2025-08-25,Generated flag,Low
F000665,C071184,Duplicate Record,2024-06-21,Generated flag,High
F000666,C042604,Suspicious Activity,2024-11-16,Generated flag,Medium
F000667,C094094,High Transaction Volume,2024-10-18,Generated flag,High
F000668,C091486,KYC Pending,2023-12-16,Generated flag,Medium
F000669,C031935,High Transaction Volume,2023-10-29,Generated flag,High
F000670,C074674,KYC Pending,2026-05-04,Generated flag,Low
F000671,C050858,Suspicious Activity,2023-10-22,Generated flag,Low
F000672,C084888,High Transaction Volume,2025-03-28,Generated flag,Medium
F000673,C089195,KYC Pending,2022-06-08,Generated flag,Medium
F000674,C097241,Duplicate Record,2025-01-19,Generated flag,Low
F000675,C021242,High Transaction Volume,2024-05-31,Generated flag,High
F000676,C026918,KYC Pending,2024-09-16,Generated flag,High
F000677,C015462,High Transaction Volume,2022-10-29,Generated flag,Low
F000678,C005276,Suspicious Activity,2025-09-02,Generated flag,Medium
F000679,C042260,High Transaction Volume,2024-03-13,Generated flag,High
F000680,C011814,Duplicate Record,2026-03-19,Generated flag,Medium
F000681,C009324,High Transaction Volume,2023-07-01,Generated flag,High
F000682,C053549,High Transaction Volume,2025-10-26,Generated flag,High
F000683,C010216,Duplicate Record,2023-12-28,Generated flag,High
F000684,C029616,High Transaction Volume,2025-02-05,Generated flag,Low
